patent_number,text,promising
10667795,accordance body detector device feedback index measurement method system target time tissue unit value,0
10290373,area camera control device image movement order patient processing ray system unit,0
11032689,apparatus computer device emergency information level medium method plurality processor response,0
10678382,access base care cell compliance contact container determine device medication method provider system time,0
10973469,component disease heart image interest method point property region risk structure,0
10799173,apparatus assessment comparison computer controller indicator medium method patient person prediction result,0
10311373,assessment brain disorder image indicator mechanism method model structure,0
10537673,computer example flow fluid generation invention method parameter patient prescription processor sensor session system therapy,0
11133110,algorithm application assessment engine machine method procedure processing rule software system time,0
10335238,body heart image map measurement method model patient system time,0
10548555,detection identification image method step,0
10417715,claim command computer cost data determination distribution method plurality processing protocol request response security server set time transmit,0
11079320,disclosure method sample subject,0
10740857,device generate information method order part patient portion system,0
10672517,assessment dataset device examination image information method monitoring station tissue,0
10078733,action apparatus change client control device instruction language module monitoring perform processor recommendation system,0
10736555,activity circuitry communication device display health information invention location monitoring plurality power processor sensor source system time unit user,0
10542952,acquisition basis blood determination device generate generation image interest measurement method model parameter patient projection reference region score system vessel,0
10553314,apparatus basis change information measure measurement method portion processing result time,0
10580212,basis device display method model object part position processor representation system,0
10569000,blood body effect fluid measurement method model operation parameter patient performance system treatment value,0
9842304,access communication connection device hospital location method network plurality process range server system transmit,0
10430905,area case condition database device display image method result search user,0
9901277,computer criterion detection determination level method plurality step,0
11039747,analysis collection information invention method output sign signal system,0
10896755,alarm apparatus application contact control message output type user,0
10750966,association determine device memory patient plurality processor sensor store system,0
9144415,accordance amount device image method pixel portion property range relationship step time unit,0
10393776,apparatus blood device pressure processor signal time,0
10813593,activity context determination device health image measurement parameter patient sensor state system,0
11160730,care communication condition cost medication monitoring network notification pharmacy process protocol section software system technique treatment,0
10559383,assistance client code determine device information location monitor network provider report server service session signal system time,0
10319477,activity analysis aspect communication input order output processing risk score state system user,0
10390782,analysis device disclosure fluid image method model parameter plurality point segment,0
9905002,computer determine heart index information method outcome patient report risk status system,0
9623225,care component device dispenser information invention property storage user,1
10885037,apparatus attribute computer condition detection determination information input medium method processing result storage value,0
10847267,communication computer device method party relationship system time user,0
10254284,assessment cancer frequency generation index indicator invention level method patient radiation region sample test treatment,0
10716518,aspect blood data device disclosure feature generate machine measurement method model plurality pressure set subject time training,0
9863946,cell condition criterion determine diagnosis document method patient product,0
10849569,basis control controller device feature information measure measurement motion plurality state system user,0
11069445,assistance database diagnosis knowledge list method patient relationship sign state step,0
8448873,effect embodiment example information invention label message method prescription request system,1
10660521,application control entry invention measurement memory processor record sensor system unit,0
10254727,apparatus control event feedback frame method operation person portion sensor support system,0
10878561,acquisition algorithm aspect disclosure function image imaging indication invention measure number probability result rule time volume,0
11147490,circuit communication device disclosure information mechanism method monitoring period plurality portion system time,0
10297341,blood method model parameter point segment system vessel,0
8447389,electrode event information interest method monitor portion rate record region segment signal system vector,0
10748646,basis computer device indication response sequence series time transmission,0
11051766,cause computer configuration disclosure embodiment factor interface measurement parameter patient system,0
10154226,area device display embodiment image imaging information invention method sequence system,0
11191433,action apparatus device environment information method monitoring motion order point sensor system task time use user,0
11191898,amount case cause comparison control controller criterion delivery device drug instruction insulin interface invention patient pump response system user,0
9495517,cell condition criterion determine diagnosis document product,0
9852501,analysis disease evaluation feature identification method model plurality presence probability series,0
10902351,activity client database device element function information method server system training transmit user,1
10753862,apparatus area detection medium method property software surface,0
9560983,diagnosis distribution function information invention measurement mechanism method patient pattern relationship treatment value,0
10630841,agent application device example information interface network number platform portion processing profile service support,0
10694961,assessment invention marker method risk subject technique treatment,0
10960119,apparatus blood circuit condition control fluid measurement method point pump time treatment unit volume,0
10226644,method parameter patient plan processor radiation resonance series system therapy time,0
10489555,camera cause criterion database determination determine device display image indication information interface medication part processing processor user,0
10282838,analysis example feedback image notification presence processor quality rule time,0
10957426,access application client comparison computer device example factor feedback health identity location message method record request server technology user,0
10929975,aspect body embodiment examination image interest measure method object parameter position processor reference region time unit,0
9995619,cell circuit container control fluid measure measurement member signal support surface system,1
10062244,apparatus application device embodiment identification information method notification processor response sensor signal time,0
10880289,access device environment facility identifier identity management record session sign system transmit user,0
10283221,analysis assessment body disease factor image method person plurality reference risk target,0
10945658,application area cause detection determine image method point provide state support system,0
10314521,change condition device disease evaluation indication information interface system technology use,0
10490305,access condition document embodiment emergency hospital identification identity invention patient person record result room service system time transmit use,0
9269278,application diagnosis method performance program recommendation result risk series software system test training treatment,0
11056233,apparatus area body brain cell combination controller diagnosis effect end function health information invention medication method patient relationship system therapy treatment,0
10811128,adherence cause cell container determine event frequency medication part processor remote station use,0
11010758,cause claim communication device display drug entity group location message method network notification pharmacy prescription processor rule sensor system transaction user,0
10381115,care caregiver interface list location management method patient performance provider schedule system,0
10849568,circuit classification detection event information monitor monitoring output parameter patient plurality process profile response system,0
9934357,comparison computer condition database device feature imaging location method product program protocol,0
10923223,body collection container entry event module system,0
10182779,control element movement number plurality selection system unit,0
10583279,amount apparatus computer controller device display information input interaction interface item method monitor operation process program sensor step,0
10736580,change circuit communication detection determine event function health insulin method processing response signal system tissue vessel,0
10410742,application computer device document interface medium method network patient portion procedure software storage system video,0
10740719,accordance communication device embodiment end method monitoring plurality point processing step storage system target technology,0
10275907,access algorithm computer image imaging invention method system,0
10874759,capture determine device disclosure identity image instrument machine management operation perform process response system technique test type,0
9436799,access image input location module object output processing system unit,0
11116413,determine device embodiment emergency energy health heart instruction machine method monitor processor provide system wireless,0
9672625,apparatus content examination feature generate image measurement method number output parameter portion procedure selection subject value,0
10497115,agent apparatus area blood computer image instrument interest method patient program record region support target treatment vessel,0
10033739,access acquisition distribution information management patient request server storage system unit,0
9420984,comparison data database device display examination image method object parameter ray record reference target treatment value,0
10820857,blood communication device examination plurality portion pressure sensor system wireless,0
11116935,activity brain cause disclosure method network output parameter processor sensor session stimulation system time user value,0
10339824,disclosure feedback form method question response segment selection system type user video,0
10172581,invention method,0
10595776,application cause determine device energy memory method plurality process processing processor sensor signal system,1
10140833,alarm body computer generate health information monitor monitoring notification plurality processing representation risk sensor sequence software subject system unit,1
10143395,capture device heart level monitoring plurality rate segment signal system,0
10448882,body comparison determination device embodiment feature heart method range rate state system time value,0
10825566,activity communication computer device disclosure embodiment identifier network patient program result system treatment,0
11179050,blood device level measurement method model parameter patient population pressure value,0
10307127,acquisition detector distribution examination image information period process ray system,0
10894126,amount blood delivery device fluid infusion insulin level measurement method mode operation procedure rate system user value,0
10846875,action agent function image method object parameter plurality sequence system target,0
9557248,component computer determine imaging measurement method model number order output result sequence system term,1
10895572,cause combination device diagnosis event invention network patient sequence,0
10957450,detection diagnosis distribution level method patient plurality prediction region system technology,0
10940262,alert communication device embodiment identifier indicator method portion status use user,0
11056218,computer disease event factor invention method patient pattern portion processor product program risk set system target time training,0
10070808,apparatus control detection device end fluid portion sensor store subject transmit unit,0
10754923,analysis association case image information method number request response server store system,0
10366784,delivery drug embodiment identification image label member method number order pharmacy prescription representation request service system,1
10146573,apparatus application device information method output part power processing processor sensor target,0
9710605,control display equipment information management medium state storage system transmit unit,0
9665692,computer control determination device information instrument management module patient system tag test unit user,0
10039514,apparatus cause change computer image medium method part plurality position process processing program storage store time,0
10152575,adherence compliance condition determine entity event example frame information measurement method object part patient protocol record report score time treatment,0
10524762,end fluid housing mechanism pressure region,0
10269085,computer embodiment medication method mode processing product program request response system user,0
10743779,detection device frequency invention mode monitoring parameter session signal system time transmission treatment,0
11024304,aspect cause command device order perform store task,0
10946311,candidate collection combination context health information intervention management member method pattern plurality record risk series subject system time training,0
8805708,analysis blood collection data disclosure identity information mechanism method sample score system use,0
10966787,acquisition apparatus collection data device hospital instrument invention machine model part plan program sensor service software source surface system unit,0
11043303,body communication device invention method sensor system time use video,0
9942695,application camera configuration database device emergency information input list management memory method output processor server system,1
10498687,case combination communication device method request system type,0
10977921,alert analysis change condition device embodiment engine health level method risk source status system user,0
11103416,detection device member method monitoring parameter patient process processor system,0
10841730,compliance database device location method presence step system time,0
11120346,feature flow frequency information interaction measurement method network node object plurality population system,0
11017886,communication computer database determination health identifier information level medium memory method module network patient plurality process product program request result system type,0
9278053,access apparatus compliance device dosage identification information medication method pill plurality point prescription system time,1
10923220,cause computer determination device information input measurement medium patient presence program reference report result sample state store system therapy value,0
10706129,action analysis area assessment care computer database disease distribution equipment field flow generation invention management method model module network operation patient point program rate risk sequence service study support system task time tool treatment,0
10366791,computer disease example invention method prediction product program risk system value,0
10758659,fluid invention method patient prescription processor sensor source step system therapy,0
8461980,device emergency health invention monitoring provider remote sensor server service system user,0
10123702,communication device emergency monitoring patient sequence sign state system unit user,0
10583249,analysis control controller delivery drug event information insulin level order patient provide rate sensor system tool value,0
10537493,attribute disclosure group medication region,0
10796789,action apparatus connection control device example image method pill prescription processor response,0
10929413,application aspect computer diagnosis medium method program query response search storage term,0
11080369,application configuration device file identifier level state,0
10497468,apparatus care case code determination health information plurality rule section storage store system test,0
10198773,device event location portion request sensor,0
10691776,adherence embodiment member method period prediction prescription system time treatment,0
8636660,administration detection disease multi perform result system test,0
10849502,device generate health identification information message provider system transmit type,0
9757070,apparatus communication information measurement output processing sensor system time transmission unit,0
10892051,detector facility location module product system,0
10910095,condition configuration control display health information input interface knowledge message node processing representation source system technology,0
9349268,access alert application device disclosure patient rule system,0
10803148,access application code compliance determination determine device drug file method operation pharmacy prescription server software system wireless,0
10629304,application client decision health method network query question result score series set support system transmission user,0
9065553,application connection contact container device embodiment fluid identification identifier information medium method provide pump risk signal system tag transmission,0
11191483,blood determine electrode hand measurement method mode monitoring pressure response result sensor system time value,0
11037666,activity apparatus application determination drug engine facility machine management method network rule substance,0
10835623,agent cause change contrast example imaging presence target,0
10548535,apparatus detection determine device embodiment event heart method multi state status,1
10588546,device disclosure indication model motion movement patient position provide rate sensor system test,0
10973487,embodiment examination image interest invention map method object point projection range ray,0
11074997,access client communication data device example interface invention multi platform provide record server system,0
10667719,acquisition apparatus area body examination imaging information item method position surface unit,0
10473955,method platform sensor,0
10682199,event examination image location marker method mode position resonance,0
10147207,generate image imaging method process range subject system time,0
10631723,assessment cell device display method performance protocol subject system test,0
9903878,cancer comparison form method plurality prediction presence sample subject substance,0
10362961,blood body contrast perform resonance sequence structure system tissue vessel,0
10528911,control identification identifier medication method notification number report substance system,0
10349854,apparatus configuration electrode heart image input label marker method number representation type user,0
10143853,apparatus area contrast examination image method parameter part patient plan position radiation resonance sequence system tissue treatment volume,0
10896762,display image imaging plurality study user,0
10898726,accordance determine embodiment image information instruction method patient rule storage,0
9015615,application display image imaging input instruction interface plurality selection subject system user,0
10846371,disorder invention treatment value,0
11200463,algorithm classification connection function image input method order parameter segment type,0
10303849,factor generate image modality model motion plurality set system view,0
10955507,device example frequency imaging information method reference resonance set system,0
10433728,device display frame image imaging input portion reference representation selection system,0
9581591,analysis blood detector level marker model outcome patient prediction procedure processing resonance response sample system time,0
10028715,account agent contrast examination image method object pixel section system time vessel volume,0
8594765,basis blood body display flow image intervention method model procedure result treatment use vessel,0
9320445,activity analysis blood condition detection device distribution heart indicator output parameter performance period pressure probability processor system time,0
8406855,agent computer contrast control controller energy method module system value,0
10881309,comparison device disease hand health processing state time,0
10699810,assistance client code determine device information location monitor network perform processing provider report server service session signal system time,0
11071821,accordance blood delivery device display element fluid infusion input insulin interaction interface measurement method response sample sensor use user,0
10731216,disorder invention method patient treatment,0
10820876,case computer data device feature image medium method product program region rule,0
8856061,computer device event method model sensor state user,0
9742840,application computer control embodiment interface machine monitor processing product program system user,0
9747702,apparatus body dataset form image information item method patient position reference region resonance structure,0
10909771,control device display element image input mechanism memory portion position processing processor store structure surface system volume,0
9478027,device evaluation examination image imaging method object reference region unit,0
10799138,drug embodiment example function invention method patient,0
11045161,apparatus control determination display field image medium method processing region storage unit,0
11017512,blood embodiment flow image map method model power processing,0
10957454,aspect device machine medium method model parameter storage value,0
11071477,feature frequency identification monitoring network number period sample value,0
8983809,assessment change configuration imaging interaction method model plurality property structure system time,0
8989470,apparatus determination device frequency image index pixel processing program region value,0
10188370,contrast interest invention method parameter plurality point reference region system time tissue unit value vessel,0
8838221,base heart information method rate system,0
10555706,area case detector device generate image method motion position ray reference,0
10078731,data decision determine display factor heart method number range representation segment space system unit,0
10210632,data determination facility image information method plurality projection record structure system target,0
10588523,area blood computer field flow generate image measurement patient resonance response system time view,0
10973472,example imaging information input location machine model output plurality,0
11202914,device method patient system transmission,0
10860621,attribute client communication database device disclosure engine group management method network operation processor provide record step system,0
9020224,capture drug model patient region system target therapy volume,0
9977982,basis feature image invention map method patient processing record reference segment structure system,0
10635779,application computer configuration delivery device example instruction medium memory method processor remote server target,0
9808203,combination detection device event examination information measurement method model motion object period position region resonance,0
11089979,blood circuitry detection device measurement method patient source value,0
10817933,computer control environment factor form generation health machine method module processing program rule server system time transaction user,0
11200326,command control identity input instrument medium method sample storage system unit,0
9913601,apparatus area blood level method step time tissue value,0
10842456,device image method movement part plurality projection ray system,0
9608885,analysis communication computer configuration entry invention network node operation product program request response result system test,0
10599812,feedback image input interface method protocol result room system task use user,0
10054655,apparatus computer display distribution element method monitor number parameter representation resonance structure tissue value,0
10929973,algorithm analysis image input machine method model patient processing set system,0
9895126,access area computer display image imaging input instruction medium method perform processor storage system,0
10332628,command control controller device method sequence system,0
9087370,detection flow imaging section,0
10235752,image number plurality selection volume,0
9020583,accordance analysis aspect interest parameter part portion region report series signal time,0
9633541,computer device display information invention location monitor number person system technology time type,0
10698981,acquisition analysis classification detection device disclosure feature image label portion protocol time,0
9402571,accordance analysis aspect function parameter signal tissue,0
10675002,apparatus area embodiment image imaging invention machine measure method mode object response signal subject target tissue use,0
10588586,analysis blood determination image method parameter region system vessel,0
10014078,case client connection content display embodiment environment hospital marker method patient server study system,0
10321853,acquisition analysis computer evaluation examination information method object output patient product program rate resonance signal unit,0
10827974,change content distribution health index information intervention measurement patient structure technique tissue value,0
10776516,candidate case database dataset distribution element entry information level method procedure process record risk step,0
10758142,apparatus body controller device electrode exercise form health heart input interface machine mechanism method network output sensor system temperature time unit,0
10299754,body case determination embodiment equipment examination image object plurality position ray region step,0
9747563,algorithm apparatus distribution generate invention method operation result unit,0
10799203,acquisition computer device heart image interest medium method motion part patient program rate ray region storage time,0
9714969,component detection detector determine measurement method process processor signal source step system tissue value,0
10733787,basis device examination generation image imaging indicator interest method model object profile region representation space subject surface volume,0
10496877,cause change circuit determine device generate method motion period processor response sensor state time,0
11207029,detector device embodiment function image measurement method movement section series structure time,0
10012654,determination disease invention patient sample therapy treatment,0
10692591,apparatus combination computer device event medium method plurality session system type value,0
10380740,action case determination image number series,0
10912529,computer device evaluation event imaging information item measurement method product program range time unit,0
10646165,cost function imaging method model parameter process representation resonance series signal system time,0
9314572,communication delivery device drug example flow fluid method period processor pump rate source system target technique volume,0
10679740,feature identification image patient region surface system technique,0
10489963,computer dataset display image information item method movement position projection surface,0
9980905,administration dosage drug form plurality segment,0
9952099,analysis circuit control device result sample,0
9880178,control diagnosis disease factor invention level method number patient result step support type value,0
10825171,computer display image imaging method parameter resonance set system,0
11096759,algorithm context control controller device examination form image input model parameter patient region system,0
10726546,flow generation image imaging information input location machine network tissue,0
10796481,image imaging method system,0
10512741,circuit decision delivery drug invention monitoring patient support system,0
10925565,administration agent attribute contrast machine method patient protocol test,0
10835185,alert change content method part patient point response system time value,0
10521906,agent analysis basis component contrast element heart image information method order patient processor resonance structure,0
10835670,body delivery flow fluid level medium portion pressure site system,0
10783711,effect environment method perform recommendation system task user,0
10610300,data generate heart information invention method order reference set step treatment,0
10568600,distribution element group image method patient region result system,0
10664683,apparatus computer examination measurement method object output parameter profile resonance tissue,0
10810390,acquisition change computer configuration data device imaging information input interface invention item monitoring output ray record unit,0
10524755,base blood computer connection contrast criterion device image medium period point processing program projection section set source system vessel,0
10558760,analysis computer event number pattern plurality question relationship system,0
10357217,activity analysis brain determination disease image method patient pattern profile signal subject,0
10426406,contact detection device electrode measurement method movement patient procedure signal system type,0
10433727,computer diagnosis display information item region,0
9367667,analysis map method presence probability system test vessel,0
9196012,device method system time transmission unit,0
10517556,contrast example frame function image imaging method series system technique time,0
10495711,access configuration connection controller device identification input method output resonance storage system unit,0
10386431,change control device frequency function output resonance sensor signal system temperature time value,0
10867383,body combination determination device feature function method modality segment,0
11024100,apparatus computer display element level location measurement method representation structure volume,0
10420478,body device display information intervention method order processing ray region representation segment unit,0
10210955,computer image method presence probability subject test,0
10631814,acquisition device function image measurement movement parameter point ray region resonance space subject test time unit,0
10950343,acquisition function image method parameter plurality protocol selection system value,0
10978203,analysis application classification control device health information method monitoring notification order power user,0
10832410,analysis computer diagnosis image invention plurality program result series subject system time,0
11188819,entity event model technique,0
11049255,device diagnosis display feature image information item measurement method object part point processing result structure subject volume,0
10478090,area field frequency generate image imaging map multi perform plurality portion processor resonance system view,0
11116897,account administration agent combination control delivery embodiment feedback invention measure method provide system,0
10832817,activity analysis change computer determine device embodiment group health method monitoring notification person product program system,0
10945613,blood flow method model patient property,0
10297038,blood contrast determination display flow frame image indication interest location medium method pixel plurality region system time tissue vessel,0
10765393,blood computer contrast energy image measurement medium method product program projection ray representation system tissue vessel,0
10980472,apparatus configuration control device method monitoring motion process response set stimulation technique time treatment user,0
10079074,access activity communication computer device disease generate memory module output patient selection sensor state system,0
9465858,aspect device file method plurality storage system tag value,0
10652237,access base communication device engine method output plurality sensor server station store system use wireless,0
11003741,activity device method period system time transaction user,0
10034267,apparatus component computer device environment image information location method person position signal system transmit,0
11200973,computer control food list method product program system type user,0
10743787,algorithm analysis case change circuitry detection example frequency information interest level measurement quality range sensor signal software source storage structure time type use,0
10467377,account apparatus computer control entry imaging method number parameter protocol set system,0
11083827,component computer delivery fluid indication machine output store system test therapy,0
10891311,attribute data example machine method model module plurality set system training,0
11169237,acquisition body contrast determine flow fluid image invention method processor resonance signal vessel,0
10292674,acquisition analysis circuit condition facility image information method parameter protocol system technology term unit,0
10772570,apparatus control determination method model plurality prediction risk system technique type value,0
11116465,contrast field image projection ray,0
10613177,apparatus basis device examination information method position region resonance,0
10304566,code command computer control controller device instruction medium method program record system,0
10614917,accordance apparatus device display element method model plurality position response user,0
10335095,acquisition dataset embodiment environment image method parameter quality region structure,0
10067128,aspect cell drug method product system therapy,0
10346586,computer data example image imaging management method node process protocol record system type,0
10083492,access activity application client computer configuration document engine entry file list method network patient request system,0
10318928,control message process protocol quality step system user,0
10224118,component content device function mechanism memory method result system use,0
10905359,activity apparatus assessment computer input invention level period program system time unit,0
10058708,activity detection device event example heart information method period rate risk sensor series signal subject system time,0
8409013,analysis caregiver device example health identification indicator patient plurality remote result session system,1
9861320,apparatus area body detection exercise feature heart information measure method monitoring point rate user,0
9782089,area assessment field flow form interface parameter part processor response study system use value,0
10795969,connection facility location process processing protocol security storage system,0
9280641,content device environment label mechanism medium method network request sample system,0
8463009,evaluation image method processor region series,0
10463258,basis body device embodiment example measurement monitoring presence response sensor server sign signal technique transmission,0
10586016,computer condition method network node plan plurality storage,0
10706104,algorithm aspect dataset information machine medium method model representation system test,0
10188355,acquisition blood cause field flow image interest method motion quality resonance structure system technique vessel view,0
8363782,acquisition agent blood contrast detection detector determination flow image message output processor ray response site system time vessel,0
9915715,apparatus computer control examination form image method object region resonance,0
10627803,access apparatus diagnosis end image method model number object property value,0
9486176,aspect assessment brain case decision information invention method rate status system treatment,0
10709426,change communication device input invention monitoring operation state system wireless,0
10914804,accordance apparatus assistance combination device diagnosis function image imaging information point region resonance unit value,0
10028708,area case detector device image method patient position projection ray record source support view,0
10827973,assessment body classification detection machine method motion operation score sequence sign state system tool video,0
10389532,device message method multi server set store system,0
9015000,body component housing measurement memory mode point processing processor rate reference sample sensor time unit,0
11069428,accordance case cloud criterion data evaluation examination identification image imaging measurement method number protocol query record result system type user,0
10580172,activity computer field fluid interest parameter plurality process representation sequence time vessel volume,0
10806372,agent contrast evaluation form image location map measure method outcome patient sample system treatment value,0
10102681,apparatus image imaging memory method modality object processor reference surface system volume,0
10751017,assessment brain computer imaging score system,0
10004426,configuration entry examination function image information item measurement method protocol resonance selection system,0
10139463,apparatus determine factor interest method number part point reference resonance signal volume,0
10776998,analysis communication device distribution frequency function heart image machine method model processing resonance series storage system tag volume,0
10474917,computer display generate image indication input machine method model parameter plurality process processing request response result task user,0
10026174,association comparison determination device identifier image indication method modality output parameter portion region sample system target tissue volume,0
10368818,image method patient pixel projection system value vessel view,0
10271823,change heart image information knowledge point position processing reference sequence signal,0
9600891,application display energy field flow fluid image interaction method monitor patient processing time unit vessel volume,0
10357208,case condition dataset device examination image method parameter part plurality projection radiation ray source,0
9465983,apparatus basis examination image measure method region result,0
9662017,acquisition area control field frequency heart image imaging method period plurality processor resonance system target time volume,0
10620919,application area case device element form interface number part plurality record software state system unit user value,0
9103919,command content control detector event level method store structure system transmission unit,0
9507913,component computer database indicator input measurement method model parameter system technique,0
10580171,base case detector examination function image method object plurality projection ray region set system time tissue vessel,0
9489346,comparison function index method model processor reference system test value,0
9192340,apparatus determination display examination feature method plurality radiation set training value,0
8880352,acquisition device method order part patient point processor reference representation segment signal system test time value,1
10362943,candidate combination image position prediction time,0
8374415,body candidate detection image method model order plurality system,0
10335037,algorithm field frame image method pixel point resonance sequence,0
10628937,apparatus capture component control device housing identification identifier image imaging information part processor result,0
9418419,apparatus control image method output procedure processing type unit,0
11139068,computer device disease feature image imaging machine medium method output patient procedure response sequence set system time,0
8379949,accordance apparatus application attribute case display embodiment image method,0
10993695,communication computer connection control device function method module protocol unit,0
10172564,apparatus circuit computer measurement medium method patient relationship sensor state storage store target,0
10169851,care change contrast cost detection image method patient processing protocol radiation segment system time,0
9400870,apparatus application camera end factor image method number parameter result sequence step volume,0
10664985,feature function image method section system value vessel,0
10923222,action administration communication container device disclosure memory patient perform product store system unit,0
10687900,apparatus computer image information instrument item method model person procedure program projection ray region site support user,0
8684942,activity detection distribution function generation heart input message performance portion processor response signal system value,0
10687774,administration agent apparatus area blood capture contrast end image method patient section vessel volume,0
10234465,candidate diagnosis marker method presence risk sample treatment,0
10596331,body case cause component control controller device display injection mechanism plurality site,0
10736538,basis brain candidate computer event example image imaging method number pattern region resonance series technique time,0
9354290,area combination factor generation image method position region resonance segment system volume,1
10529447,area image part position radiation report signal,0
9031193,area body detector image method movement part radiation ray technique,1
10624589,apparatus body combination examination image imaging method number object operation pixel position processor representation resonance system,0
10758672,control delivery drug fluid infusion method model parameter plurality point prediction pump rate technology time,0
11071525,apparatus device display function image map method mode program signal subject tissue value,0
10959685,body computer embodiment examination function image imaging interest method parameter plurality program region system tissue unit,0
10672125,context display form image method model object output part patient position procedure processing surface system,0
10418132,code connection control device diagnosis element information method output software system therapy unit,0
10548552,device disclosure feature image label level method model network structure,0
11062804,determine device input method monitoring output performance system value,0
11020188,communication device display end function health information memory method network patient portion representation software structure system tissue treatment,0
10966680,acquisition component device hand interface method operation parameter patient procedure protocol selection system technology user,0
10235535,basis data method patient record rule storage unit,0
10872401,analysis area computer device image medium method modality patient program record rule sample storage term tissue,0
11071502,apparatus data database entry examination feature image imaging method network output relationship use,0
10531842,alarm apparatus criterion detection generate generation method monitoring period plurality subject system time value,0
9597039,application computer context device generate information interaction interface medium method plurality processing record set tool unit user,0
10743791,imaging interest map method property region report resonance subject system tissue,0
10856206,communication device image information location method network unit,0
