id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9572528-B1,Monitor for SIDS research and prevention ,Los Angeles Biomedical Research Insitute at Harbor-UCLA Medical Center,Ruey-Kang Chang,2012-08-06,2013-08-01,2017-02-21,2017-02-21,https://patents.google.com/patent/US9572528B1/en,https://patentimages.storage.googleapis.com/c7/10/d9/d5b3bf2eab1a46/US09572528-20170221-D00000.png
US-10932726-B2,Monitoring physiological status based on bio-vibrational and radio frequency data analysis ,Zoll Medical Corporation,"Kent Volosin, Gary A. Freeman",2018-03-16,2019-03-15,2021-03-02,2021-03-02,https://patents.google.com/patent/US10932726B2/en,https://patentimages.storage.googleapis.com/92/d0/8a/e9f9d374e354f8/US10932726-20210302-D00000.png
US-9943280-B2,Breast tomosynthesis with flexible compression paddle ,General Electric Company,"Xin Wang, Bernhard Erich Hermann Claus, Cynthia Elizabeth Landberg Davis, Razvan Gabriel Iordache",2016-03-07,2016-03-07,2018-04-17,2018-04-17,https://patents.google.com/patent/US9943280B2/en,https://patentimages.storage.googleapis.com/1d/bc/0e/2233092c91cf60/US09943280-20180417-D00000.png
US-11194860-B2,Question generation systems and methods for automating diagnosis ,Baidu Usa Llc,"Erheng Zhong, Chaochun Liu, Yusheng Xie, Nan Du, Hongliang Fei, Yi ZHEN, Yu Cao, Richard Chun Ching Wang, Dawen Zhou, Wei Fan",2016-07-11,2016-07-11,2021-12-07,2021-12-07,https://patents.google.com/patent/US11194860B2/en,https://patentimages.storage.googleapis.com/13/9d/76/c2bd04d8b85a6f/US11194860-20211207-D00000.png
US-11033251-B2,Systems and methods for ultrasound imaging ,"Edan Instruments, Inc.","Seshadri Srinivasan, Jianhua Mo, Ed Gardner, Feng Ling, Sean Murphy",2016-11-09,2019-05-09,2021-06-15,2021-06-15,https://patents.google.com/patent/US11033251B2/en,https://patentimages.storage.googleapis.com/69/84/e2/7ff3559c1c169b/US11033251-20210615-D00000.png
US-9993211-B2,System and method for automatic detection and registration of medical images ,"The Brigham And Women's Hospital, Inc.","Junichi Tokuda, Sang-Eun Song, Nobuhiko Hata",2013-09-20,2014-09-19,2018-06-12,2018-06-12,https://patents.google.com/patent/US9993211B2/en,https://patentimages.storage.googleapis.com/12/50/8f/d27a9e46f99d07/US09993211-20180612-D00000.png
US-11013597-B2,Prosthetic aortic valve pacing system ,E-Valve Systems Ltd.,Yossi Gross,2018-01-08,2020-05-06,2021-05-25,2021-05-25,https://patents.google.com/patent/US11013597B2/en,https://patentimages.storage.googleapis.com/d0/87/49/a142a280f55b70/US11013597-20210525-D00000.png
US-10248756-B2,Anatomically specific movie driven medical image review ,Siemens Healthcare Gmbh,"Daphne Yu, Shaohua Kevin Zhou, Thomas Friese, Klaus Engel",2015-02-18,2016-02-08,2019-04-02,2019-04-02,https://patents.google.com/patent/US10248756B2/en,https://patentimages.storage.googleapis.com/3f/3c/f4/11e5ef6ec8480e/US10248756-20190402-D00000.png
US-10216376-B2,Method for specifying a position of a patient with respect to the isocenter of a medical imaging scanner ,Siemens Healthcare Gmbh,"Donald Hardie, Anja Jaeger, Stephan Nufer, Thorsten Speckner, Jens Thoene",2015-01-14,2016-01-14,2019-02-26,2019-02-26,https://patents.google.com/patent/US10216376B2/en,https://patentimages.storage.googleapis.com/d4/eb/4b/b709c26b3bcb48/US10216376-20190226-D00000.png
US-10769242-B2,System and method for data mining very large drugs and clinical effects databases ,Children's Hospital Medical Center,"Bruce Aronow, Mayur Sarangdhar, Scott Carl Tabar, Anil Goud Jegga",2015-01-05,2016-01-05,2020-09-08,2020-09-08,https://patents.google.com/patent/US10769242B2/en,https://patentimages.storage.googleapis.com/4b/95/e3/fa553820156d9e/US10769242-20200908-D00000.png
US-8835858-B2,Systems and methods for attenuation compensation in nuclear medicine imaging based on emission data ,General Electric Company,"Lana Volokh, Yaron Hefetz, Alexander Ganin, Ravindra Manjeshwar",2012-03-23,2012-03-23,2014-09-16,2014-09-16,https://patents.google.com/patent/US8835858B2/en,https://patentimages.storage.googleapis.com/f7/69/b8/b877144637c889/US08835858-20140916-D00000.png
US-10424411-B2,Biopsy-free detection and staging of cancer using a virtual staging score ,Siemens Healthcare Gmbh,Noha Youssry El-Zehiry,2013-09-20,2014-09-19,2019-09-24,2019-09-24,https://patents.google.com/patent/US10424411B2/en,https://patentimages.storage.googleapis.com/00/89/0f/b22271b6fad511/US10424411-20190924-D00000.png
US-10698055-B2,"Method, neural network, and magnetic resonance apparatus for assigning magnetic resonance fingerprints ",Siemens Healthcare Gmbh,"Elisabeth Hoppe, Andreas Maier, Josef Pfeuffer",2017-04-05,2018-04-05,2020-06-30,2020-06-30,https://patents.google.com/patent/US10698055B2/en,https://patentimages.storage.googleapis.com/57/5d/e8/68965354703237/US10698055-20200630-D00000.png
US-10922816-B2,Medical image segmentation from raw data using a deep attention neural network ,Siemens Healthcare Gmbh,"Qiaoying Huang, Xiao Chen, Mariappan S. Nadar, Boris Mailhe",2018-08-27,2019-07-09,2021-02-16,2021-02-16,https://patents.google.com/patent/US10922816B2/en,https://patentimages.storage.googleapis.com/ef/7c/5e/afe615dd33409f/US10922816-20210216-D00000.png
US-10345132-B2,Multi-plane method for three-dimensional particle image velocimetry ,The Regents Of The University Of California,"Ahmad Falahatpisheh, Arash Kheradvar",2012-05-04,2013-05-03,2019-07-09,2019-07-09,https://patents.google.com/patent/US10345132B2/en,https://patentimages.storage.googleapis.com/51/4a/f4/24bee264124ff6/US10345132-20190709-D00000.png
US-9945922-B2,Determining a position and/or a motion of a patient during a medical imaging examination ,Siemens Aktiengesellschaft,Thomas Benner,2013-09-13,2014-09-13,2018-04-17,2018-04-17,https://patents.google.com/patent/US9945922B2/en,https://patentimages.storage.googleapis.com/06/b5/49/3e6b1b2349f4ed/US09945922-20180417-D00000.png
US-10346751-B2,Extraction of inference rules from heterogeneous graphs ,International Business Machines Corporation,"Apoorv Agarwal, Kenneth J. Barker, Jennifer Chu-Carroll, Aditya A. Kalyanpur, Christopher A. Welty, Wlodek W. Zadrozny",2014-09-15,2014-09-15,2019-07-09,2019-07-09,https://patents.google.com/patent/US10346751B2/en,https://patentimages.storage.googleapis.com/e6/b6/83/819903a7610c35/US10346751-20190709-D00000.png
US-9259200-B2,Method and system for obtaining a sequence of x-ray images using a reduced dose of ionizing radiation ,Siemens Aktiengesellschaft,"Peter Mountney, Andreas Maier, Razvan Ioan Ionasec, Jan Boese, Dorin Comaniciu",2012-10-18,2012-10-18,2016-02-16,2016-02-16,https://patents.google.com/patent/US9259200B2/en,https://patentimages.storage.googleapis.com/01/c4/95/e85971ec366b94/US09259200-20160216-D00000.png
US-11219411-B2,Lung water content measurement system and calibration method ,University Of Hawaii,"Magdy F. Iskander, Ruthsenne R. G. Perron",2015-02-12,2016-02-11,2022-01-11,2022-01-11,https://patents.google.com/patent/US11219411B2/en,https://patentimages.storage.googleapis.com/21/6a/d1/4489f0c0e953c6/US11219411-20220111-D00000.png
US-10467741-B2,CT simulation optimization for radiation therapy contouring tasks ,Washington University,"Hua Li, Sasa Mutic, Mark Anastasio",2015-02-26,2016-02-26,2019-11-05,2019-11-05,https://patents.google.com/patent/US10467741B2/en,https://patentimages.storage.googleapis.com/31/a0/0f/043e6588aad3bf/US10467741-20191105-D00000.png
US-9839354-B2,"Emergency call apparatus, emergency call system and backup method thereof ",Melten Corporation,"Shih-Hsien Su, Han-Wu Liu",2016-02-23,2016-02-23,2017-12-12,2017-12-12,https://patents.google.com/patent/US9839354B2/en,https://patentimages.storage.googleapis.com/44/a6/0b/59a699c81352b0/US09839354-20171212-D00000.png
US-8825139-B2,Method for automatic detection of a contrast agent inflow in a blood vessel of a patient with a CT system and CT system for carrying out this method ,Siemens Aktiengesellschaft,"Dominik BERNHARDT, Ute Feuerlein, Stefan Gro棺kopf, Michael Scheuering",2010-04-26,2011-04-25,2014-09-02,2014-09-02,https://patents.google.com/patent/US8825139B2/en,https://patentimages.storage.googleapis.com/88/10/e6/2078e8aadad74f/US08825139-20140902-D00000.png
US-10758200-B2,Method and system for assessing a haemodynamic parameter ,Siemens Healthcare Gmbh,"Tiziano Passerini, Lucian Mihai Itu, Thomas Redel, Puneet Sharma",2017-11-22,2018-11-21,2020-09-01,2020-09-01,https://patents.google.com/patent/US10758200B2/en,https://patentimages.storage.googleapis.com/fb/98/0a/f22235e2bfac85/US10758200-20200901-D00000.png
US-10332305-B2,Cinematic rendering of unfolded 3D volumes ,Siemens Healthcare Gmbh,"Shaohua Kevin Zhou, Klaus Engel, Andreas Wimmer",2016-03-04,2016-03-04,2019-06-25,2019-06-25,https://patents.google.com/patent/US10332305B2/en,https://patentimages.storage.googleapis.com/50/99/f8/ad187e269f34b0/US10332305-20190625-D00000.png
US-9610026-B2,Methods and apparatus for detecting heart failure event using rank of thoracic impedance ,"Cardiac Pacemakers, Inc.","Viktoria A. Averina, Pramodsingh Hirasingh Thakur, Robert J. Sweeney, Jonathan Walter Krueger",2013-09-26,2014-08-21,2017-04-04,2017-04-04,https://patents.google.com/patent/US9610026B2/en,https://patentimages.storage.googleapis.com/0c/fc/46/2cab3c2d73e86b/US09610026-20170404-D00000.png
US-11164313-B2,Method and device for assisting heart disease diagnosis ,Medi Whale Inc.,"Tae Geun CHOI, Geun Yeong LEE, Hyung Taek RIM",2017-12-20,2020-03-03,2021-11-02,2021-11-02,https://patents.google.com/patent/US11164313B2/en,https://patentimages.storage.googleapis.com/b9/1c/1c/e0ae092bd9e718/US11164313-20211102-D00000.png
US-11016080-B2,Medical device and method operating same ,Sanofi-Aventis Deutschland Gmbh,Mario Esser,2013-09-20,2014-09-19,2021-05-25,2021-05-25,https://patents.google.com/patent/US11016080B2/en,https://patentimages.storage.googleapis.com/a9/0b/bd/22d58e1bd9db42/US11016080-20210525-D00001.png
US-9603526-B2,Systems and methods for compound motor action potential monitoring with neuromodulation of the pelvis and other body regions ,"CMAP Technology, LLC","Kevin D. Benson, Vincent R. Lucente, John R. Miklos",2013-11-01,2014-10-31,2017-03-28,2017-03-28,https://patents.google.com/patent/US9603526B2/en,https://patentimages.storage.googleapis.com/fc/9d/6a/e293cf11e3ab65/US09603526-20170328-D00000.png
US-10674922-B2,Device and method for fast acquisition of vital signs ,Aidar Health,"Gene Yevgeny Fridman, Yang Hong, Hai Tang",2015-04-20,2016-04-20,2020-06-09,2020-06-09,https://patents.google.com/patent/US10674922B2/en,https://patentimages.storage.googleapis.com/84/67/69/3dcce992387d2d/US10674922-20200609-D00000.png
US-10783993-B2,"Systems for determining, and devices for indicating, viable life of replaceable components thereof and methods therefor ",Bayer Healthcare Llc,"Michael Spohn, Michael Swantner, Edward Rhinehart",2015-08-13,2019-12-10,2020-09-22,2020-09-22,https://patents.google.com/patent/US10783993B2/en,https://patentimages.storage.googleapis.com/ab/4d/c7/49048d7f236844/US10783993-20200922-D00000.png
US-10674943-B2,Method and system of rapid screening for mild traumatic brain injury (MTBI) and other cognitive impairment by analysis of intra-individual variability of motor performance ,"Medstar Health Research Institute, Inc., Georgetown University","Alexander Dromerick, Peter S. Lum, Rochelle E. Tractenberg",2012-09-07,2013-09-06,2020-06-09,2020-06-09,https://patents.google.com/patent/US10674943B2/en,https://patentimages.storage.googleapis.com/39/ce/1a/554ea5871012a7/US10674943-20200609-D00000.png
US-9986923-B2,Selecting a region of interest for extracting physiological parameters from a video of a subject ,Xerox Corporation,"Lalit Keshav MESTHA, Martin Edward Hoover, Survi KYAL",2015-01-09,2015-01-09,2018-06-05,2018-06-05,https://patents.google.com/patent/US9986923B2/en,https://patentimages.storage.googleapis.com/40/6e/36/66ae7679bc0e1d/US09986923-20180605-D00000.png
US-10039468-B2,Noninvasive electrocardiographic method for estimating mammalian cardiac chamber size and mechanical function ,Analytics For Life Inc.,"Sunny GUPTA, Timothy William Fawcett Burton, Shyamlal Ramchandani, Derek Vincent Exner",2013-11-12,2013-11-12,2018-08-07,2018-08-07,https://patents.google.com/patent/US10039468B2/en,https://patentimages.storage.googleapis.com/3c/25/2b/da71d65f7d6950/US10039468-20180807-D00000.png
US-10216905-B2,Health state trends for a consistent patient situation ,Google Llc,Jeffrey L. Rogers,2015-01-28,2016-01-27,2019-02-26,2019-02-26,https://patents.google.com/patent/US10216905B2/en,https://patentimages.storage.googleapis.com/fd/b6/af/eeb743223ea11c/US10216905-20190226-D00000.png
US-10930399-B2,System and method to produce and validate weighted relations between drug and adverse drug reactions ,Fujitsu Limited,Bo Hu,2016-04-29,2017-02-27,2021-02-23,2021-02-23,https://patents.google.com/patent/US10930399B2/en,https://patentimages.storage.googleapis.com/8e/27/8a/28ae8f76974a5b/US10930399-20210223-D00000.png
US-10791931-B2,Imaging reductions in cerebrovascular reactivity ,Thornhill Scientific Inc.,"Joseph A. Fisher, Olivia Sobczyk, Adrian P. Crawley, Julien Poublanc, Kevin Sam, Daniel M. Mandell, David J. Mikulis, James Duffin",2015-02-04,2015-09-21,2020-10-06,2020-10-06,https://patents.google.com/patent/US10791931B2/en,https://patentimages.storage.googleapis.com/d4/6a/5e/223cf3bfcab4be/US10791931-20201006-D00000.png
US-9495658-B2,"System, method, and apparatus for barcode identification workflow ",Mckesson Financial Holdings,"Jacob Hookom, Marc Raymond",2014-03-28,2016-03-24,2016-11-15,2016-11-15,https://patents.google.com/patent/US9495658B2/en,https://patentimages.storage.googleapis.com/f5/1f/e0/06fd0ec80f2161/US09495658-20161115-D00000.png
US-11024027-B2,Manipulable object synthesis in 3D medical images with structured image decomposition ,Siemens Healthcare Gmbh,"Siqi Liu, Eli Gibson, Sasa Grbic, Zhoubing XU, Arnaud Arindra ADIYOSO, Bogdan Georgescu, Dorin Comaniciu",2019-09-13,2019-09-13,2021-06-01,2021-06-01,https://patents.google.com/patent/US11024027B2/en,https://patentimages.storage.googleapis.com/94/f7/52/6a5c091135c312/US11024027-20210601-D00000.png
US-9563979-B2,Apparatus and method for registering virtual anatomy data ,Toshiba Medical Systems Corporation,Robert Davey,2014-11-28,2014-11-28,2017-02-07,2017-02-07,https://patents.google.com/patent/US9563979B2/en,https://patentimages.storage.googleapis.com/e9/b0/3b/3482447df5d315/US09563979-20170207-D00000.png
US-10839707-B2,Augmented reality system and method for exposure therapy and motor skills training ,Wayne State University,Arash Javanbakht,2016-09-08,2016-09-08,2020-11-17,2020-11-17,https://patents.google.com/patent/US10839707B2/en,https://patentimages.storage.googleapis.com/0c/f3/d4/0c4c53f5592e1e/US10839707-20201117-D00000.png
US-9965675-B2,Using virtual reality for behavioral analysis ,"Georgios P. Schinas, Ilias K Chrysovergis, Leontios J. Hadjileontiadis, Vasileios Baltatzis, Kyriaki-Margarita Bintsi","Georgios P. Schinas, Ilias K Chrysovergis, Leontios J. Hadjileontiadis, Vasileios Baltatzis, Kyriaki-Margarita Bintsi",2016-09-15,2016-09-15,2018-05-08,2018-05-08,https://patents.google.com/patent/US9965675B2/en,https://patentimages.storage.googleapis.com/ec/a1/68/fd97ec44b70642/US09965675-20180508-D00000.png
US-9468394-B2,Vessel encoded arterial spin labeling using fourier encoding suitable for vascular territory mapping ,Wake Forest University Health Sciences,Youngkyoo Jung,2012-03-05,2013-02-28,2016-10-18,2016-10-18,https://patents.google.com/patent/US9468394B2/en,https://patentimages.storage.googleapis.com/4a/2b/1a/b09fdd9639885a/US09468394-20161018-D00000.png
US-10622107-B2,Tools for medical device configuration ,"Medtronic, Inc.","Douglas S. Cerny, Raj Mehra, Michael Cullen-Benson",2015-02-13,2016-02-16,2020-04-14,2020-04-14,https://patents.google.com/patent/US10622107B2/en,https://patentimages.storage.googleapis.com/12/b6/a3/beb863795007d5/US10622107-20200414-D00000.png
US-11051779-B2,Processing image frames of a sequence of cardiac images ,Siemens Healthcare Gmbh,"Alexandru TURCEA, Costin Florian Ciusdel, Lucian Mihai Itu, Mehmet Akif Gulsun, Tiziano Passerini, Puneet Sharma",2018-09-13,2019-08-29,2021-07-06,2021-07-06,https://patents.google.com/patent/US11051779B2/en,https://patentimages.storage.googleapis.com/00/19/ea/6dce3593c53188/US11051779-20210706-D00000.png
US-10258257-B2,Quantitative falls risk assessment through inertial sensors and pressure sensitive platform ,Kinesis Health Technologies Limited,Barry GREENE,2012-07-20,2012-07-20,2019-04-16,2019-04-16,https://patents.google.com/patent/US10258257B2/en,https://patentimages.storage.googleapis.com/18/a9/38/545b8b64b9c9f3/US10258257-20190416-D00000.png
US-10610181-B2,Robust calcification tracking in fluoroscopic imaging ,Siemens Healthcare Gmbh,"Terrence Chen, Sarfaraz Hussein, Matthias John, Vivek Kumar Singh",2015-02-27,2016-02-12,2020-04-07,2020-04-07,https://patents.google.com/patent/US10610181B2/en,https://patentimages.storage.googleapis.com/8f/5f/13/eec16a7c9a561d/US10610181-20200407-D00000.png
US-10013759-B2,Method and image data processing device for processing a multi-energy computerized tomography image data set ,Siemens Healthcare Gmbh,"Thomas Allmendinger, Thomas Flohr, Bernhard Krauss, Bernhard Schmidt",2015-11-27,2016-11-23,2018-07-03,2018-07-03,https://patents.google.com/patent/US10013759B2/en,https://patentimages.storage.googleapis.com/56/1c/56/1e3ee773784d54/US10013759-20180703-D00000.png
US-9811913-B2,"Method for 2D/3D registration, computational apparatus, and computer program ",Siemens Healthcare Gmbh,"Anja Borsdorf, Jian Wang",2015-05-13,2016-05-11,2017-11-07,2017-11-07,https://patents.google.com/patent/US9811913B2/en,https://patentimages.storage.googleapis.com/1b/2f/51/a32c7ad562d6e6/US09811913-20171107-D00000.png
US-11191490-B2,Personalized assessment of patients with acute coronary syndrome ,Siemens Healthcare Gmbh,"Lucian Mihai Itu, Tiziano Passerini, Puneet Sharma",2015-12-02,2016-11-30,2021-12-07,2021-12-07,https://patents.google.com/patent/US11191490B2/en,https://patentimages.storage.googleapis.com/82/88/4a/387f6b197693fe/US11191490-20211207-D00000.png
US-10159454-B2,Contrast agent perfusion adaptive imaging system ,Siemens Healthcare Gmbh,"Katharine Lynn Rowley Grant, Bernhard Schmidt",2011-09-09,2012-08-27,2018-12-25,2018-12-25,https://patents.google.com/patent/US10159454B2/en,https://patentimages.storage.googleapis.com/52/d5/a0/7f07fa2800712b/US10159454-20181225-D00000.png
US-9974490-B2,Method and device for segmenting a medical examination object with quantitative magnetic resonance imaging ,Siemens Aktiengesellschaft,"Theresa Bachschmidt, David Grodzki, Heiko Meyer, Mathias Nittka, Esther Raithel",2014-12-02,2015-12-02,2018-05-22,2018-05-22,https://patents.google.com/patent/US9974490B2/en,https://patentimages.storage.googleapis.com/4d/c5/d5/db1dccffd8e125/US09974490-20180522-D00000.png
US-9655554-B2,Device and method for monitoring movement and orientation of the device ,Koninklijke Philips N.V.,"Andreas Bindszus, Willem Verkruijsse, Ihor Olehovych Kirenko, Marek Janusz Bartula",2011-10-20,2012-10-15,2017-05-23,2017-05-23,https://patents.google.com/patent/US9655554B2/en,https://patentimages.storage.googleapis.com/77/61/ff/5ec80abf43eedf/US09655554-20170523-D00000.png
US-10290100-B2,Method for implementing control of display of highlighted area on display ,"Nanjing Jusha Display Technology Co., Ltd.",Wei Wang,2015-04-28,2015-05-21,2019-05-14,2019-05-14,https://patents.google.com/patent/US10290100B2/en,https://patentimages.storage.googleapis.com/0d/50/cf/89fa8aab77c5e2/US10290100-20190514-D00000.png
US-10271817-B2,Valve regurgitant detection for echocardiography ,"Siemens Medical Solutions Usa, Inc.","Ingmar Voigt, Tommaso Mansi, Bogdan Georgescu, Helene C Houle, Dorin Comaniciu, Codruta-Xenia Ene, Mihai Scutaru",2014-06-23,2015-06-10,2019-04-30,2019-04-30,https://patents.google.com/patent/US10271817B2/en,https://patentimages.storage.googleapis.com/67/6d/43/07f67c92220cb1/US10271817-20190430-D00000.png
US-10729324-B2,Calculating a health parameter ,Koninklijke Philips N.V.,"Jozef Hubertus Gelissen, John Cronin, Lili-Marjan Brockhuis, Christopher Michael Huffines",2014-12-04,2015-12-01,2020-08-04,2020-08-04,https://patents.google.com/patent/US10729324B2/en,https://patentimages.storage.googleapis.com/68/b8/ac/06c04cddac8155/US10729324-20200804-D00000.png
US-11191476-B2,Method of modulating epileptogenicity in a patient's brain ,"Universite D'aix Marseille (Amu), Centre National De La Recherche Scientifique (Cnrs), Assistance Publique?봈opitaux De Marseille (Ap-Hm), Institut National De La Sante Et De La Recherche Medicale (Inserm)","Viktor Jirsa, Christophe Bernard, Fabrice Bartolomei, Maxime Guye",2016-07-18,2016-07-18,2021-12-07,2021-12-07,https://patents.google.com/patent/US11191476B2/en,https://patentimages.storage.googleapis.com/7f/9e/78/5dbf5d8313584c/US11191476-20211207-D00000.png
US-10806808-B2,Systems and methods for determining optimum patient-specific antibody dose for tumor targeting ,Memorial Sloan Kettering Cancer Center,"Pat B. Zanzonico, Sarah M. Cheal, Steven M. Larson, Joseph Reginald Osborne, Edward Komin Fung, David Ulmert",2015-05-22,2016-05-19,2020-10-20,2020-10-20,https://patents.google.com/patent/US10806808B2/en,https://patentimages.storage.googleapis.com/cc/8b/de/bb7b2cd7e68428/US10806808-20201020-D00000.png
US-10366490-B2,Highly integrated annotation and segmentation system for medical imaging ,Siemens Healthcare Gmbh,"Zhoubing XU, Carol L. Novak, Atilla Peter Kiraly",2017-03-27,2017-03-27,2019-07-30,2019-07-30,https://patents.google.com/patent/US10366490B2/en,https://patentimages.storage.googleapis.com/e2/8d/93/45030bc7090b07/US10366490-20190730-D00000.png
US-10987088-B2,Systems and methods for detecting intracranial pressure and volume ,"Augusta University Research Institute, Inc.",Matthew Lyon,2014-07-01,2015-07-01,2021-04-27,2021-04-27,https://patents.google.com/patent/US10987088B2/en,https://patentimages.storage.googleapis.com/0e/43/bd/ef6b668cc44dbe/US10987088-20210427-D00000.png
US-10004467-B2,Guidance system for localization and cannulation of the coronary sinus ,"Medtronic, Inc.","Ryan P. Lahm, Ronald Alan Drake, Eric A. SCHILLING, Brian W. Schousek, Mark W. Shepler, Lester O. Stener",2014-04-25,2014-04-25,2018-06-26,2018-06-26,https://patents.google.com/patent/US10004467B2/en,https://patentimages.storage.googleapis.com/84/a9/c4/8bc0e5b0720a8a/US10004467-20180626-D00000.png
US-11115475-B2,Software-defined implantable ultrasonic device for use in the internet of medical things ,Northeastern University,"Tommaso MELODIA, Giuseppe Enrico SANTAGATI",2015-01-26,2017-08-17,2021-09-07,2021-09-07,https://patents.google.com/patent/US11115475B2/en,https://patentimages.storage.googleapis.com/c6/56/4e/b92dd4e00eeef4/US11115475-20210907-D00000.png
US-8682704-B2,Methods and systems for scheduling activity level based meetings ,"Express Scripts, Inc.","Robert F. Nease, JR., Katherine Harini Sundararaman, John T. Reid",2011-01-03,2011-12-09,2014-03-25,2014-03-25,https://patents.google.com/patent/US8682704B2/en,https://patentimages.storage.googleapis.com/43/0f/ad/beacda269d058e/US08682704-20140325-D00000.png
US-11302436-B2,"Method, computer and medical imaging apparatus for the provision of confidence information ",Siemens Healthcare Gmbh,"Martin Hammes, Bjoern Heismann, Rene Kartmann",2016-10-07,2017-10-06,2022-04-12,2022-04-12,https://patents.google.com/patent/US11302436B2/en,https://patentimages.storage.googleapis.com/b5/1e/ea/44536a76b77a55/US11302436-20220412-D00000.png
US-8939373-B2,"Information acquisition device, measurement system, and information acquisition method ","Arkray, Inc.","Yutaka Kawabata, Fumito Hiramura",2010-03-15,2011-03-14,2015-01-27,2015-01-27,https://patents.google.com/patent/US8939373B2/en,https://patentimages.storage.googleapis.com/cb/e8/f8/dd188a458ea734/US08939373-20150127-D00000.png
US-8840555-B2,System and method of ultrasound image processing ,"Echometrix, Llc","Nathan D. Miller, Hirohito Kobayashi",2010-11-10,2011-11-10,2014-09-23,2014-09-23,https://patents.google.com/patent/US8840555B2/en,https://patentimages.storage.googleapis.com/b8/2d/45/11645c1eb49d4c/US08840555-20140923-D00000.png
US-9872662-B2,Determining a spatial distribution of a material property value on the basis of a single energy image recording ,Siemens Healthcare Gmbh,Rainer Raupach,2015-12-16,2016-12-06,2018-01-23,2018-01-23,https://patents.google.com/patent/US9872662B2/en,https://patentimages.storage.googleapis.com/63/21/6f/d6698f37d2747b/US09872662-20180123-D00000.png
US-9050055-B2,Determining a patient-specific contrast medium impulse response function ,Siemens Aktiengsellschaft,Johannes Georg KORPORAAL,2012-06-04,2013-05-02,2015-06-09,2015-06-09,https://patents.google.com/patent/US9050055B2/en,https://patentimages.storage.googleapis.com/2f/fe/7a/7430adabfd930c/US09050055-20150609-D00000.png
US-9524424-B2,Calculation of minimum ground clearance using body worn sensors ,"Care Innovations, Llc",Barry R. Greene,2011-09-01,2011-09-01,2016-12-20,2016-12-20,https://patents.google.com/patent/US9524424B2/en,https://patentimages.storage.googleapis.com/0a/3f/2e/04c3c5003e35f2/US09524424-20161220-D00000.png
US-9706952-B2,System for ventricular arrhythmia detection and characterization ,Siemens Healthcare Gmbh,Hongxuan Zhang,2011-01-06,2011-09-19,2017-07-18,2017-07-18,https://patents.google.com/patent/US9706952B2/en,https://patentimages.storage.googleapis.com/37/a6/bd/e11c60b46f5df0/US09706952-20170718-D00000.png
US-10672148-B2,Compressing and uncompressing method for high bit-depth medical gray scale images ,Agfa Healthcare,Lukas Mroz,2015-10-30,2016-10-27,2020-06-02,2020-06-02,https://patents.google.com/patent/US10672148B2/en,https://patentimages.storage.googleapis.com/89/a0/fb/d24226ca7037d5/US10672148-20200602-D00000.png
US-10776607-B2,Predicting prostate cancer biochemical recurrence and metastasis with computer extracted features from tumor nuclei and benign regions ,Case Western Reserve University,"Anant Madabhushi, Anna Gawlik, George Lee",2017-05-19,2018-05-18,2020-09-15,2020-09-15,https://patents.google.com/patent/US10776607B2/en,https://patentimages.storage.googleapis.com/70/69/64/571e4307fc641b/US10776607-20200915-D00000.png
US-11097052-B2,Insulin infusion device with configurable target blood glucose value for automatic basal insulin delivery operation ,"Medtronic Minimed, Inc.","Louis J. Lintereur, Benyamin Grosman, Anirban Roy, Neha J. Parikh, Di Wu",2018-09-28,2019-05-22,2021-08-24,2021-08-24,https://patents.google.com/patent/US11097052B2/en,https://patentimages.storage.googleapis.com/8b/2c/be/b8b1e6d12d1b29/US11097052-20210824-D00000.png
US-9713433-B2,Method and system for managing pain ,Elminda Ltd.,"Ronen Gadot, Amir B. Geva, Amit Reches, Yaki Stern",2013-11-13,2014-11-11,2017-07-25,2017-07-25,https://patents.google.com/patent/US9713433B2/en,https://patentimages.storage.googleapis.com/9f/8b/1e/cc8bd36043abe4/US09713433-20170725-D00000.png
US-9483621-B2,Ambulatory medication on demand dispenser ,Advancen MOD Corporation,"N. Sharon Conley, Tim Reynolds",2010-04-11,2015-03-23,2016-11-01,2016-11-01,https://patents.google.com/patent/US9483621B2/en,https://patentimages.storage.googleapis.com/80/e5/57/a7c8eabad704b0/US09483621-20161101-D00000.png
US-10238454-B2,Fluoroscopy-based technique to measure intraoperative cup anteversion ,Friedrich Boettner,"Friedrich Boettner, Matthieu Zingg",2015-08-05,2016-08-05,2019-03-26,2019-03-26,https://patents.google.com/patent/US10238454B2/en,https://patentimages.storage.googleapis.com/c1/49/4b/321bf8e5d5db34/US10238454-20190326-D00000.png
US-8438049-B2,System and method for processing data related to group benefit insurance having critical illness coverage ,Hartford Fire Insurance Company,"James A. Ranicar, III, Stacie F. Windisch",2011-08-02,2011-08-02,2013-05-07,2013-05-07,https://patents.google.com/patent/US8438049B2/en,https://patentimages.storage.googleapis.com/f2/2b/dc/71a756428d5369/US08438049-20130507-D00000.png
US-11235139-B2,Current-speed relationship for instantaneous suction detection algorithm in LVADS ,"Heartware, Inc.",D'Anne E. Kudlik,2018-05-17,2019-05-08,2022-02-01,2022-02-01,https://patents.google.com/patent/US11235139B2/en,https://patentimages.storage.googleapis.com/60/07/11/9d6d0ec72fce24/US11235139-20220201-D00000.png
